预测标签,威胁类型,置信度
1,DoS攻击,0.9999994
3,R2L攻击,0.8439469
0,正常,0.9999993
4,探测攻击,0.99998844
0,正常,0.9979874
3,R2L攻击,0.9325026
1,DoS攻击,0.9999999
3,R2L攻击,0.7229193
3,R2L攻击,0.9689932
1,DoS攻击,0.99999976
1,DoS攻击,0.9274187
1,DoS攻击,0.9999999
0,正常,1.0
4,探测攻击,1.0
3,R2L攻击,0.8061256
1,DoS攻击,1.0
1,DoS攻击,0.9959726
1,DoS攻击,0.6002835
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.9999993
0,正常,0.76046836
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.9999709
3,R2L攻击,0.9524474
0,正常,0.938744
0,正常,0.8886966
0,正常,0.8886965
3,R2L攻击,0.9928141
0,正常,0.93468446
3,R2L攻击,0.7784942
4,探测攻击,0.55462354
1,DoS攻击,0.9883936
1,DoS攻击,0.9999999
0,正常,0.9999988
0,正常,0.9640479
1,DoS攻击,0.9976878
1,DoS攻击,0.9999993
3,R2L攻击,0.68250746
3,R2L攻击,0.9609952
0,正常,0.9759655
1,DoS攻击,0.999995
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9228999
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
0,正常,0.99939775
4,探测攻击,1.0
1,DoS攻击,0.9999988
4,探测攻击,0.9678554
4,探测攻击,0.99968314
0,正常,0.9975828
0,正常,0.5650179
0,正常,1.0
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.9962999
1,DoS攻击,0.9902261
0,正常,0.98828447
0,正常,0.9983542
0,正常,0.9991449
1,DoS攻击,0.63388085
0,正常,0.50079966
1,DoS攻击,0.8498077
1,DoS攻击,1.0
3,R2L攻击,0.9783645
1,DoS攻击,0.9999999
0,正常,0.9292968
0,正常,0.6737748
3,R2L攻击,0.99447435
4,探测攻击,1.0
0,正常,1.0
3,R2L攻击,0.8077604
3,R2L攻击,0.929655
3,R2L攻击,0.8815637
0,正常,0.64761233
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.90106136
1,DoS攻击,0.9999999
1,DoS攻击,0.8910651
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.9989699
0,正常,0.9999931
0,正常,0.57502925
0,正常,1.0
0,正常,0.99252546
0,正常,0.999241
1,DoS攻击,0.9999999
0,正常,0.9999995
0,正常,0.952078
0,正常,0.99843806
0,正常,1.0
0,正常,0.99999225
0,正常,0.99999654
0,正常,0.78096235
0,正常,0.8304847
1,DoS攻击,1.0
0,正常,0.9991074
3,R2L攻击,0.99334854
3,R2L攻击,0.89726543
0,正常,1.0
1,DoS攻击,0.99939394
1,DoS攻击,1.0
0,正常,0.87780297
1,DoS攻击,0.94018775
1,DoS攻击,0.99999166
1,DoS攻击,0.9954561
0,正常,0.9993679
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.42037076
3,R2L攻击,0.99011785
0,正常,1.0
1,DoS攻击,0.9999995
3,R2L攻击,0.98008144
1,DoS攻击,0.94901764
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,0.9172504
3,R2L攻击,0.90021265
1,DoS攻击,0.9999976
1,DoS攻击,1.0
0,正常,0.87263954
1,DoS攻击,0.9999995
3,R2L攻击,0.7555521
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.828836
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.9999845
1,DoS攻击,0.9999981
4,探测攻击,0.9999995
0,正常,0.9999583
4,探测攻击,0.99995995
0,正常,0.95432127
1,DoS攻击,0.9999472
1,DoS攻击,0.99999976
1,DoS攻击,0.9692404
0,正常,0.99641526
1,DoS攻击,0.9999536
1,DoS攻击,0.6682534
1,DoS攻击,0.9999989
0,正常,0.999146
1,DoS攻击,0.58390856
1,DoS攻击,0.99089056
0,正常,1.0
0,正常,0.51966155
0,正常,0.99188656
1,DoS攻击,0.9999999
1,DoS攻击,0.99906796
0,正常,1.0
0,正常,0.92779636
1,DoS攻击,0.9999999
3,R2L攻击,0.99683726
0,正常,0.97883713
4,探测攻击,0.99999976
0,正常,0.99999726
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.98006815
0,正常,0.9975777
1,DoS攻击,0.9999999
3,R2L攻击,0.9596103
0,正常,0.6275141
3,R2L攻击,0.7477238
1,DoS攻击,0.99994934
3,R2L攻击,0.74604964
4,探测攻击,0.9999763
1,DoS攻击,0.9999999
1,DoS攻击,0.9999988
1,DoS攻击,0.79323566
1,DoS攻击,0.6492355
3,R2L攻击,0.79748446
1,DoS攻击,0.99468553
1,DoS攻击,0.9836464
0,正常,0.9975828
1,DoS攻击,0.9974268
0,正常,0.9999417
3,R2L攻击,0.9995159
1,DoS攻击,1.0
1,DoS攻击,0.99999785
1,DoS攻击,1.0
0,正常,0.7711905
0,正常,0.8714686
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.9394809
0,正常,1.0
0,正常,0.99830186
4,探测攻击,1.0
0,正常,0.9792753
1,DoS攻击,0.99999964
0,正常,0.8705344
0,正常,0.99998343
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.82522625
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.98547214
1,DoS攻击,0.99999857
0,正常,0.889879
3,R2L攻击,0.5173069
3,R2L攻击,0.992519
0,正常,0.9967962
3,R2L攻击,0.8358695
0,正常,0.99996126
0,正常,0.9664083
4,探测攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.9999987
0,正常,0.93186677
3,R2L攻击,0.9811566
0,正常,0.99908864
3,R2L攻击,0.9439598
0,正常,0.99998593
0,正常,0.7750642
4,探测攻击,0.99672806
1,DoS攻击,0.9999974
1,DoS攻击,0.9999987
3,R2L攻击,0.9953744
0,正常,0.99995613
1,DoS攻击,0.5011622
1,DoS攻击,0.9999999
0,正常,0.99998367
0,正常,0.9999583
1,DoS攻击,0.63231385
0,正常,0.9172506
0,正常,0.99564433
0,正常,0.99984515
0,正常,0.9746377
1,DoS攻击,0.9999999
0,正常,0.87080455
0,正常,1.0
0,正常,0.87365407
1,DoS攻击,0.62353414
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.98267865
1,DoS攻击,0.9968502
4,探测攻击,0.9994905
4,探测攻击,0.6340033
3,R2L攻击,0.6843257
1,DoS攻击,0.9318195
0,正常,0.9972525
1,DoS攻击,0.51183164
0,正常,0.9746372
0,正常,1.0
0,正常,0.9999999
0,正常,0.52208805
3,R2L攻击,0.9996377
3,R2L攻击,0.79451066
3,R2L攻击,0.954504
4,探测攻击,0.9999577
0,正常,1.0
1,DoS攻击,0.93984985
0,正常,1.0
3,R2L攻击,0.990123
1,DoS攻击,1.0
0,正常,0.9789205
0,正常,0.58724135
1,DoS攻击,0.9718249
3,R2L攻击,0.8743752
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.99878246
0,正常,0.8300982
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.9475917
1,DoS攻击,0.61639136
3,R2L攻击,0.9466691
0,正常,1.0
4,探测攻击,0.9873246
0,正常,0.99873656
3,R2L攻击,0.98053896
0,正常,0.8927204
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.6336851
0,正常,1.0
4,探测攻击,0.99968743
3,R2L攻击,0.6564869
0,正常,0.9999417
0,正常,0.9988501
1,DoS攻击,0.7397967
1,DoS攻击,0.9999982
1,DoS攻击,0.9917713
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9984871
0,正常,0.9999989
4,探测攻击,0.99929464
3,R2L攻击,0.86409575
0,正常,1.0
0,正常,0.9999999
0,正常,0.9999206
0,正常,0.99896526
1,DoS攻击,0.63415086
0,正常,0.99897146
4,探测攻击,0.9214328
3,R2L攻击,0.9982982
0,正常,1.0
1,DoS攻击,0.9242964
1,DoS攻击,0.9999999
1,DoS攻击,0.9999995
1,DoS攻击,0.9976682
1,DoS攻击,0.99999976
3,R2L攻击,0.98003846
0,正常,1.0
0,正常,1.0
0,正常,0.99971443
1,DoS攻击,0.99999595
3,R2L攻击,0.9849288
4,探测攻击,1.0
4,探测攻击,0.999668
1,DoS攻击,0.97313
1,DoS攻击,0.5137569
0,正常,0.5223233
4,探测攻击,0.92324483
3,R2L攻击,0.89697176
1,DoS攻击,0.9999597
0,正常,0.8942542
4,探测攻击,0.99571407
4,探测攻击,0.999987
1,DoS攻击,0.9999999
4,探测攻击,1.0
4,探测攻击,1.0
1,DoS攻击,0.66866034
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.93276817
0,正常,1.0
1,DoS攻击,0.9992093
0,正常,0.9843848
3,R2L攻击,0.7998238
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,0.99999857
3,R2L攻击,0.95376855
0,正常,0.61319715
0,正常,0.63521487
0,正常,0.97451925
1,DoS攻击,0.99158233
0,正常,0.998064
0,正常,0.999992
0,正常,0.9998642
1,DoS攻击,0.6492355
0,正常,1.0
1,DoS攻击,0.9377955
0,正常,0.9979874
0,正常,1.0
1,DoS攻击,0.8611089
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.8599192
1,DoS攻击,1.0
0,正常,0.9803776
1,DoS攻击,0.5952225
3,R2L攻击,0.96878326
0,正常,0.9987207
0,正常,0.9328821
0,正常,0.9993648
0,正常,0.7472437
0,正常,1.0
1,DoS攻击,0.9999995
1,DoS攻击,0.9999999
1,DoS攻击,0.94428813
1,DoS攻击,1.0
1,DoS攻击,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.9972657
0,正常,0.98972845
1,DoS攻击,0.9498451
0,正常,0.9996151
0,正常,0.9996357
1,DoS攻击,0.99631625
1,DoS攻击,0.99769324
4,探测攻击,1.0
0,正常,0.95680565
1,DoS攻击,0.9554162
4,探测攻击,0.9138467
3,R2L攻击,0.7619059
0,正常,0.9992073
0,正常,1.0
0,正常,0.9488606
1,DoS攻击,0.99999976
3,R2L攻击,0.9312548
1,DoS攻击,0.9944887
4,探测攻击,0.99999785
1,DoS攻击,0.99999917
1,DoS攻击,0.9999989
0,正常,1.0
3,R2L攻击,0.5136995
0,正常,0.91744584
1,DoS攻击,0.9996712
0,正常,1.0
4,探测攻击,0.9994511
1,DoS攻击,0.9999999
1,DoS攻击,0.9999989
4,探测攻击,0.99997354
0,正常,1.0
0,正常,0.8714686
0,正常,0.9998764
1,DoS攻击,0.9999995
0,正常,1.0
4,探测攻击,0.99999523
4,探测攻击,1.0
1,DoS攻击,0.9524769
4,探测攻击,0.99987364
0,正常,0.9988373
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.5592762
0,正常,1.0
0,正常,0.8610812
0,正常,0.8756102
1,DoS攻击,0.9999993
1,DoS攻击,0.999527
4,探测攻击,1.0
3,R2L攻击,0.62361324
0,正常,1.0
1,DoS攻击,0.9947396
3,R2L攻击,0.9521416
4,探测攻击,0.9999982
0,正常,1.0
1,DoS攻击,0.9999995
0,正常,0.999146
1,DoS攻击,0.9999999
4,探测攻击,0.99633884
1,DoS攻击,0.99999976
3,R2L攻击,0.9869962
0,正常,0.98211116
0,正常,0.97463757
0,正常,0.999688
1,DoS攻击,1.0
0,正常,1.0
3,R2L攻击,0.7267654
0,正常,0.5284741
0,正常,0.911443
0,正常,1.0
1,DoS攻击,0.86147016
0,正常,0.9991955
1,DoS攻击,0.9946555
1,DoS攻击,0.99552417
1,DoS攻击,0.9999999
4,探测攻击,1.0
1,DoS攻击,0.69508666
0,正常,1.0
1,DoS攻击,0.99999976
0,正常,0.99935
3,R2L攻击,0.9936684
1,DoS攻击,0.99999106
0,正常,1.0
0,正常,0.97883713
1,DoS攻击,0.9999994
0,正常,0.94886136
1,DoS攻击,0.9999999
0,正常,0.52208805
1,DoS攻击,0.9999994
0,正常,0.94886124
0,正常,0.98244023
0,正常,0.9999999
0,正常,0.99963045
1,DoS攻击,0.99999976
4,探测攻击,0.9999516
1,DoS攻击,0.99918455
0,正常,1.0
0,正常,0.859928
1,DoS攻击,0.9999999
3,R2L攻击,0.4387204
4,探测攻击,0.9999939
1,DoS攻击,1.0
0,正常,0.9992372
0,正常,1.0
0,正常,0.9997931
1,DoS攻击,0.6667242
0,正常,0.99919575
0,正常,0.88913816
4,探测攻击,1.0
0,正常,0.96968013
0,正常,0.9999696
1,DoS攻击,0.7687302
4,探测攻击,0.99760556
0,正常,0.8833142
1,DoS攻击,0.99999905
1,DoS攻击,0.9396692
0,正常,1.0
1,DoS攻击,0.99914694
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.5156345
0,正常,0.99972314
0,正常,0.9988475
1,DoS攻击,1.0
3,R2L攻击,0.880797
0,正常,0.999798
0,正常,1.0
0,正常,0.98211116
1,DoS攻击,0.9999999
1,DoS攻击,0.99999905
0,正常,0.9994548
4,探测攻击,0.99120784
3,R2L攻击,0.98700225
0,正常,0.9724893
4,探测攻击,1.0
1,DoS攻击,1.0
0,正常,0.9776267
1,DoS攻击,0.68496084
0,正常,0.9999999
3,R2L攻击,0.78312033
1,DoS攻击,0.9999999
1,DoS攻击,0.99630463
0,正常,0.99958163
3,R2L攻击,0.991409
3,R2L攻击,0.9962919
3,R2L攻击,0.9475917
1,DoS攻击,1.0
0,正常,0.88764346
0,正常,0.7992273
1,DoS攻击,0.62611914
0,正常,0.99998367
0,正常,0.9999999
4,探测攻击,0.99654585
0,正常,0.99999976
1,DoS攻击,0.62611914
0,正常,0.98244035
1,DoS攻击,0.92162395
0,正常,1.0
1,DoS攻击,0.9999995
0,正常,0.51610464
0,正常,0.9429613
1,DoS攻击,0.9999999
3,R2L攻击,0.9645942
0,正常,0.98244023
0,正常,0.9982712
1,DoS攻击,0.95316523
1,DoS攻击,0.34583762
1,DoS攻击,0.9999722
1,DoS攻击,0.9999999
4,探测攻击,0.97825783
0,正常,1.0
4,探测攻击,0.99933857
0,正常,0.99948394
0,正常,0.80325544
4,探测攻击,0.8248164
0,正常,0.98909175
1,DoS攻击,0.631674
0,正常,1.0
0,正常,0.99999213
1,DoS攻击,0.98842174
0,正常,0.99897814
0,正常,0.9344028
0,正常,0.98244035
1,DoS攻击,0.9999999
3,R2L攻击,0.89687467
4,探测攻击,0.94093895
4,探测攻击,0.99998236
0,正常,0.99831885
1,DoS攻击,0.9999999
1,DoS攻击,0.9999875
3,R2L攻击,0.95719534
1,DoS攻击,0.99634004
0,正常,0.99281365
0,正常,1.0
0,正常,0.9998086
3,R2L攻击,0.94430596
3,R2L攻击,0.6796032
1,DoS攻击,0.5847308
0,正常,0.90336007
1,DoS攻击,0.99999964
0,正常,0.9570074
3,R2L攻击,0.5388068
1,DoS攻击,0.9999968
0,正常,0.9999982
0,正常,1.0
0,正常,0.770218
0,正常,1.0
0,正常,0.9999603
1,DoS攻击,0.9999999
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.5382084
0,正常,0.9998553
1,DoS攻击,0.96620363
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,1.0
4,探测攻击,1.0
4,探测攻击,1.0
4,探测攻击,1.0
0,正常,0.99708647
0,正常,0.9888784
0,正常,0.99904317
3,R2L攻击,0.84962046
1,DoS攻击,0.8565448
0,正常,0.99973935
0,正常,0.99960023
0,正常,0.6977227
1,DoS攻击,0.9999988
0,正常,0.97883713
1,DoS攻击,0.9999999
0,正常,0.81368476
4,探测攻击,0.99991846
0,正常,0.9637897
0,正常,0.9746378
1,DoS攻击,0.99999976
0,正常,1.0
1,DoS攻击,0.99999964
0,正常,0.90336573
0,正常,0.9998703
4,探测攻击,0.99970335
1,DoS攻击,0.9993298
1,DoS攻击,0.9999999
0,正常,0.99999964
0,正常,0.90375024
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9824982
0,正常,0.98339164
1,DoS攻击,0.7404961
1,DoS攻击,0.99456996
4,探测攻击,0.9999869
0,正常,0.9901101
0,正常,0.7617474
0,正常,1.0
3,R2L攻击,0.9991041
1,DoS攻击,0.99999964
1,DoS攻击,0.9999999
4,探测攻击,1.0
3,R2L攻击,0.95700705
0,正常,0.99608815
1,DoS攻击,0.7654009
1,DoS攻击,0.99999976
0,正常,1.0
3,R2L攻击,0.99527246
0,正常,0.9999958
1,DoS攻击,0.66665334
0,正常,0.9033628
0,正常,1.0
0,正常,1.0
0,正常,0.98244023
4,探测攻击,0.99916005
0,正常,1.0
0,正常,0.9999809
1,DoS攻击,0.99999213
3,R2L攻击,0.9922994
1,DoS攻击,0.99999905
3,R2L攻击,0.85743904
0,正常,0.9912162
0,正常,1.0
0,正常,0.9999925
1,DoS攻击,0.65399766
0,正常,1.0
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.9986609
0,正常,0.9808599
1,DoS攻击,0.978116
1,DoS攻击,0.99999726
3,R2L攻击,0.9670623
1,DoS攻击,0.9999999
0,正常,0.9999999
1,DoS攻击,1.0
0,正常,0.7244472
3,R2L攻击,0.9989367
1,DoS攻击,0.9999994
0,正常,0.99971825
0,正常,1.0
2,U2R攻击,0.5878678
1,DoS攻击,0.9976453
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.99999964
0,正常,0.9998129
4,探测攻击,0.74834055
0,正常,0.99949586
3,R2L攻击,0.9988317
3,R2L攻击,0.72703195
3,R2L攻击,0.9328154
1,DoS攻击,0.99999046
4,探测攻击,0.9999536
0,正常,0.6008969
1,DoS攻击,0.986362
0,正常,1.0
0,正常,1.0
4,探测攻击,0.9614427
0,正常,1.0
3,R2L攻击,0.41681415
1,DoS攻击,0.78279513
0,正常,0.9999902
1,DoS攻击,0.9999999
0,正常,0.9999956
0,正常,0.45074168
0,正常,0.99999416
4,探测攻击,0.9999944
0,正常,0.9993605
4,探测攻击,0.9948584
3,R2L攻击,0.86409575
0,正常,0.99863094
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.9990086
0,正常,1.0
0,正常,0.9829192
0,正常,0.99720484
0,正常,0.96378964
0,正常,1.0
0,正常,0.99993384
0,正常,0.84012866
4,探测攻击,0.99999917
3,R2L攻击,0.5652533
0,正常,0.9999999
0,正常,1.0
0,正常,0.99279684
0,正常,0.9999999
0,正常,1.0
1,DoS攻击,1.0
1,DoS攻击,0.99999976
4,探测攻击,0.9999604
3,R2L攻击,0.99902964
1,DoS攻击,0.99732023
1,DoS攻击,1.0
0,正常,1.0
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.97883713
4,探测攻击,0.99993765
1,DoS攻击,0.9999957
0,正常,0.8284117
0,正常,0.93276817
1,DoS攻击,0.9999999
0,正常,0.88913816
0,正常,0.9999819
0,正常,0.5400905
1,DoS攻击,0.99999785
0,正常,0.5064196
1,DoS攻击,0.5141461
0,正常,1.0
1,DoS攻击,0.5890273
0,正常,1.0
4,探测攻击,0.9234044
0,正常,0.6991434
0,正常,0.98559827
0,正常,0.4512916
0,正常,1.0
0,正常,0.79234
0,正常,1.0
1,DoS攻击,0.94595355
3,R2L攻击,0.6124632
3,R2L攻击,0.9431504
1,DoS攻击,0.99999964
0,正常,0.9955917
4,探测攻击,0.9755711
1,DoS攻击,0.9999999
0,正常,0.94886094
0,正常,0.80330306
0,正常,1.0
0,正常,0.9885999
3,R2L攻击,0.7591049
3,R2L攻击,0.9009717
0,正常,0.600455
1,DoS攻击,0.9999919
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
3,R2L攻击,0.94123983
0,正常,1.0
4,探测攻击,0.99999917
3,R2L攻击,0.99687344
1,DoS攻击,0.99639374
1,DoS攻击,0.99907315
1,DoS攻击,0.93093926
0,正常,0.9999993
1,DoS攻击,0.800148
1,DoS攻击,0.99999094
0,正常,0.9866779
0,正常,0.7050186
1,DoS攻击,0.99999654
1,DoS攻击,0.99999976
1,DoS攻击,0.99416757
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
3,R2L攻击,0.5584194
3,R2L攻击,0.6048322
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9994879
0,正常,0.99973387
0,正常,0.9637898
3,R2L攻击,0.5818573
1,DoS攻击,0.99999964
0,正常,0.9791682
0,正常,0.44796017
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.83857536
1,DoS攻击,0.99999976
3,R2L攻击,0.75070465
0,正常,0.999959
0,正常,0.99457765
0,正常,0.97402036
3,R2L攻击,0.7347006
1,DoS攻击,0.82909983
0,正常,0.9999906
0,正常,0.8654898
1,DoS攻击,1.0
0,正常,0.99394035
3,R2L攻击,0.60320216
0,正常,1.0
1,DoS攻击,0.9999994
0,正常,0.99952626
4,探测攻击,0.99993217
0,正常,0.9292968
0,正常,1.0
0,正常,0.99673045
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.94491506
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9986897
0,正常,0.98211116
1,DoS攻击,0.999305
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9256677
4,探测攻击,0.99320203
3,R2L攻击,0.7904177
0,正常,0.9999999
4,探测攻击,0.99993074
0,正常,0.9999993
0,正常,1.0
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.9985922
0,正常,0.9999397
0,正常,0.9999902
1,DoS攻击,0.9999993
3,R2L攻击,0.99746716
0,正常,0.93905336
3,R2L攻击,0.7975357
0,正常,0.99950945
4,探测攻击,0.9285241
4,探测攻击,0.65921175
0,正常,0.85220975
0,正常,1.0
3,R2L攻击,0.7331953
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.9999989
0,正常,0.99904317
1,DoS攻击,1.0
1,DoS攻击,0.99927264
3,R2L攻击,0.5884192
0,正常,0.9994667
1,DoS攻击,1.0
1,DoS攻击,0.98454213
1,DoS攻击,0.9997172
0,正常,0.9998523
0,正常,1.0
3,R2L攻击,0.9992931
0,正常,0.9862947
0,正常,0.9990503
0,正常,0.97287434
1,DoS攻击,0.9999962
0,正常,0.99557894
1,DoS攻击,0.9999988
0,正常,1.0
3,R2L攻击,0.9773252
1,DoS攻击,0.9999999
0,正常,0.98721445
0,正常,1.0
4,探测攻击,0.9999378
4,探测攻击,0.9999273
0,正常,1.0
0,正常,1.0
0,正常,0.9429603
1,DoS攻击,0.6366189
3,R2L攻击,0.763375
0,正常,0.9993279
1,DoS攻击,1.0
1,DoS攻击,0.9994349
0,正常,1.0
4,探测攻击,0.9976998
0,正常,1.0
4,探测攻击,0.9995388
1,DoS攻击,0.99999976
0,正常,0.9946997
1,DoS攻击,0.99999976
1,DoS攻击,0.98719865
1,DoS攻击,0.99999964
1,DoS攻击,0.6907218
4,探测攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.96415365
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.9297884
4,探测攻击,0.78013843
1,DoS攻击,0.7264881
0,正常,0.72463036
1,DoS攻击,0.94735205
4,探测攻击,0.99986434
0,正常,0.7498226
1,DoS攻击,0.99999404
3,R2L攻击,0.99548787
0,正常,0.9967128
0,正常,0.8650533
0,正常,1.0
3,R2L攻击,0.9810565
0,正常,0.9890303
1,DoS攻击,0.9999999
3,R2L攻击,0.7404183
1,DoS攻击,0.9999999
3,R2L攻击,0.9008255
4,探测攻击,0.9999701
0,正常,0.95635676
3,R2L攻击,0.98907834
4,探测攻击,1.0
3,R2L攻击,0.939175
1,DoS攻击,1.0
1,DoS攻击,0.9999994
3,R2L攻击,0.8740791
1,DoS攻击,0.8144185
1,DoS攻击,0.99999905
0,正常,1.0
0,正常,0.9999995
3,R2L攻击,0.98230714
3,R2L攻击,0.9972127
4,探测攻击,0.95772654
0,正常,0.9993013
0,正常,0.9510793
4,探测攻击,0.99837554
0,正常,1.0
4,探测攻击,0.95918214
0,正常,0.81417406
1,DoS攻击,0.9827465
0,正常,0.99999964
3,R2L攻击,0.7869799
0,正常,0.99939907
1,DoS攻击,0.6492355
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9999896
0,正常,0.99872786
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.9719329
0,正常,1.0
0,正常,0.99999523
3,R2L攻击,0.9736137
3,R2L攻击,0.9814183
0,正常,0.9488606
0,正常,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9568062
1,DoS攻击,0.9999999
0,正常,0.5942061
3,R2L攻击,0.5518633
4,探测攻击,0.9999938
1,DoS攻击,0.9999981
0,正常,0.99997723
0,正常,0.99988616
1,DoS攻击,0.59728086
0,正常,0.9397118
0,正常,0.9796124
0,正常,0.99899286
0,正常,0.99990714
1,DoS攻击,0.9999889
1,DoS攻击,0.9970721
4,探测攻击,0.9999956
1,DoS攻击,0.9999994
0,正常,0.99966025
1,DoS攻击,0.9999989
0,正常,1.0
0,正常,0.7245134
0,正常,0.8992705
0,正常,0.8480885
0,正常,0.99504197
0,正常,0.9999999
3,R2L攻击,0.9476017
0,正常,0.99985874
0,正常,0.99946076
0,正常,0.5320667
0,正常,0.99939525
4,探测攻击,0.9992028
1,DoS攻击,0.9999999
0,正常,0.99635565
1,DoS攻击,0.9999999
0,正常,0.9924165
0,正常,1.0
0,正常,0.9397116
1,DoS攻击,0.99998975
1,DoS攻击,0.99999976
0,正常,0.99779874
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
4,探测攻击,0.9827183
0,正常,0.98798674
0,正常,0.99999475
1,DoS攻击,0.9916089
0,正常,0.86183995
1,DoS攻击,0.9999995
1,DoS攻击,0.99999976
1,DoS攻击,0.66828847
4,探测攻击,1.0
1,DoS攻击,0.9999982
1,DoS攻击,0.9321301
3,R2L攻击,0.99834645
0,正常,0.99997246
1,DoS攻击,0.64184546
0,正常,0.9486077
3,R2L攻击,0.9991671
3,R2L攻击,0.99398816
0,正常,0.999995
0,正常,0.9475041
1,DoS攻击,0.99993896
0,正常,1.0
0,正常,0.9999925
3,R2L攻击,0.9955135
3,R2L攻击,0.78403807
0,正常,1.0
1,DoS攻击,0.99999964
0,正常,0.9322609
0,正常,0.8400663
3,R2L攻击,0.68951863
0,正常,1.0
0,正常,1.0
0,正常,0.9992822
1,DoS攻击,0.99998856
0,正常,1.0
0,正常,0.5669338
3,R2L攻击,0.8364479
3,R2L攻击,0.9033404
0,正常,1.0
0,正常,0.53166085
0,正常,0.90798104
0,正常,0.9912162
0,正常,0.99011
0,正常,0.78279734
3,R2L攻击,0.89489967
4,探测攻击,0.9999776
0,正常,0.9999987
1,DoS攻击,0.6144171
0,正常,1.0
0,正常,0.8521089
1,DoS攻击,0.9999999
0,正常,0.99999976
1,DoS攻击,0.9999995
1,DoS攻击,0.9999596
1,DoS攻击,0.99999976
0,正常,0.9033613
1,DoS攻击,0.96926963
1,DoS攻击,0.7612551
1,DoS攻击,0.9999999
0,正常,0.81922674
0,正常,0.9993637
0,正常,1.0
0,正常,0.9999939
1,DoS攻击,1.0
0,正常,0.7458868
0,正常,0.99997556
0,正常,1.0
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.9989944
1,DoS攻击,0.9927436
1,DoS攻击,0.9999987
1,DoS攻击,0.9999999
0,正常,0.4789756
1,DoS攻击,0.9999999
1,DoS攻击,0.6353262
4,探测攻击,1.0
0,正常,0.9991014
0,正常,1.0
1,DoS攻击,0.76232
0,正常,0.67446196
4,探测攻击,0.9998252
